         1248401 function calls (1153009 primitive calls) in 14.355 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
     1943    0.005    0.000    0.005    0.000 {built-in method tensorflow_core.python._tf_stack.extract_stack}
        1    0.000    0.000    0.005    0.005 _flagvalues.py:19(<module>)
        1    0.000    0.000    0.005    0.005 tpu_embedding.py:15(<module>)
       14    0.000    0.000    0.005    0.000 __init__.py:2011(_by_version_descending)
        1    0.000    0.000    0.005    0.005 template.py:15(<module>)
        2    0.000    0.000    0.005    0.003 attr_value_pb2.py:5(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:41(<module>)
        1    0.000    0.000    0.005    0.005 saved_model_experimental.py:15(<module>)
       29    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
        1    0.000    0.000    0.005    0.005 filters.py:31(<module>)
        1    0.000    0.000    0.005    0.005 feature_column.py:128(<module>)
        1    0.000    0.000    0.005    0.005 fromnumeric.py:3(<module>)
       29    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
        1    0.000    0.000    0.005    0.005 tensor_array_ops.py:15(<module>)
        1    0.000    0.000    0.005    0.005 csr.py:1(<module>)
        1    0.000    0.000    0.005    0.005 plistlib.py:47(<module>)
    16571    0.005    0.000    0.005    0.000 sre_parse.py:233(__next)
     8651    0.003    0.000    0.005    0.000 tf_decorator.py:114(_has_tf_decorator_attr)
18724/18707    0.004    0.000    0.005    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.005    0.005 string_ops.py:16(<module>)
       74    0.000    0.000    0.005    0.000 __init__.py:2578(from_location)
        1    0.000    0.000    0.005    0.005 ragged_tensor.py:15(<module>)
        2    0.000    0.000    0.005    0.002 resource_handle_pb2.py:5(<module>)
        1    0.000    0.000    0.005    0.005 text_format.py:41(<module>)
        2    0.000    0.000    0.005    0.002 linear.py:15(<module>)
        2    0.000    0.000    0.005    0.002 loss_scale_optimizer.py:15(<module>)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
        1    0.000    0.000    0.005    0.005 loader_impl.py:16(<module>)
    14962    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.005    0.005 model_analyzer.py:18(<module>)
        1    0.000    0.000    0.005    0.005 reflection.py:46(<module>)
        1    0.000    0.000    0.005    0.005 linear_operator_circulant.py:15(<module>)
        1    0.000    0.000    0.005    0.005 anno.py:18(<module>)
        1    0.000    0.000    0.005    0.005 tf_logging.py:16(<module>)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
     3019    0.003    0.000    0.004    0.000 module_wrapper.py:181(__setattr__)
        1    0.000    0.000    0.004    0.004 training_loop.py:16(<module>)
        1    0.000    0.000    0.004    0.004 tf_optimizer.py:15(<module>)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
        2    0.000    0.000    0.004    0.002 util.py:1(<module>)
     2574    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:176(cb)
       32    0.000    0.000    0.004    0.000 __init__.py:2290(fixup_namespace_packages)
        1    0.000    0.000    0.004    0.004 xla.py:15(<module>)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.004    0.004 defchararray.py:17(<module>)
      616    0.001    0.000    0.004    0.000 interpreter.py:375(get_tensor)
        1    0.000    0.000    0.004    0.004 version.py:12(<module>)
     5781    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
     1927    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
    47836    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.004    0.004 xml_reporter.py:15(<module>)
       27    0.000    0.000    0.004    0.000 pyparsing.py:1039(_trim_arity)
       25    0.000    0.000    0.004    0.000 pyparsing.py:1250(setParseAction)
    33610    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 __init__.py:72(<module>)
      342    0.000    0.000    0.004    0.000 ops.py:2484(__call__)
        2    0.000    0.000    0.004    0.002 summary_pb2.py:5(<module>)
       26    0.000    0.000    0.004    0.000 pyparsing.py:1047(extract_stack)
        1    0.000    0.000    0.004    0.004 resolver.py:2(<module>)
        1    0.000    0.000    0.004    0.004 client_lib.py:19(<module>)
        1    0.000    0.000    0.004    0.004 _argument_parser.py:19(<module>)
    40444    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
       26    0.000    0.000    0.004    0.000 traceback.py:200(extract_stack)
        2    0.000    0.000    0.004    0.002 step_stats_pb2.py:5(<module>)
        1    0.000    0.000    0.004    0.004 interleave_ops.py:15(<module>)
        1    0.000    0.000    0.004    0.004 version.py:4(<module>)
       32    0.000    0.000    0.004    0.000 ragged_dispatch.py:236(__init__)
        1    0.000    0.000    0.004    0.004 numerictypes.py:81(<module>)
      287    0.001    0.000    0.004    0.000 overrides.py:72(verify_matching_signatures)
        1    0.000    0.000    0.004    0.004 gen_io_ops.py:4(<module>)
        1    0.000    0.000    0.004    0.004 cudnn_rnn_grad.py:15(<module>)
       26    0.000    0.000    0.004    0.000 traceback.py:318(extract)
        1    0.000    0.000    0.004    0.004 pdb.py:66(<module>)
        1    0.000    0.000    0.004    0.004 cluster.py:15(<module>)
     8379    0.003    0.000    0.004    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.004    0.004 gen_linalg_ops.py:4(<module>)
       77    0.004    0.000    0.004    0.000 {built-in method nt._isdir}
        1    0.000    0.000    0.004    0.004 interpreter.py:187(__init__)
      368    0.002    0.000    0.004    0.000 module_wrapper.py:110(<listcomp>)
        1    0.000    0.000    0.004    0.004 lapack.py:608(<module>)
       74    0.000    0.000    0.004    0.000 __init__.py:2026(_by_version)
        1    0.000    0.000    0.004    0.004 mode_keys.py:15(<module>)
      719    0.004    0.000    0.004    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.004    0.004 indexed_slices.py:15(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
     6952    0.002    0.000    0.004    0.000 tf_export.py:338(set_attr)
        1    0.000    0.000    0.004    0.004 rnn_grad.py:15(<module>)
       12    0.000    0.000    0.003    0.000 enum.py:633(_convert)
        1    0.000    0.000    0.003    0.003 tensor_tracer.py:15(<module>)
        1    0.000    0.000    0.003    0.003 tf_export.py:39(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:4(<module>)
    13728    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.003    0.003 blas.py:202(<module>)
     7729    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:859(__exit__)
        2    0.000    0.000    0.003    0.002 rnn.py:15(<module>)
     9654    0.003    0.000    0.003    0.000 inspect.py:2799(<genexpr>)
     1738    0.003    0.000    0.003    0.000 tf_decorator.py:236(__init__)
        1    0.000    0.000    0.003    0.003 input_layer.py:2(<module>)
        1    0.000    0.000    0.003    0.003 monitoring.py:15(<module>)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.003    0.003 backprop.py:15(<module>)
        1    0.001    0.001    0.003    0.003 hlo_pb2.py:5(<module>)
        1    0.000    0.000    0.003    0.003 tpu_feed.py:17(<module>)
        1    0.000    0.000    0.003    0.003 saved_model.py:16(<module>)
        1    0.000    0.000    0.003    0.003 list_ops.py:15(<module>)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
        1    0.000    0.000    0.003    0.003 gen_string_ops.py:4(<module>)
        1    0.000    0.000    0.003    0.003 mel_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 gen_xla_ops.py:4(<module>)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
       74    0.000    0.000    0.003    0.000 __init__.py:2032(<listcomp>)
        1    0.000    0.000    0.003    0.003 bernoulli.py:15(<module>)
        1    0.000    0.000    0.003    0.003 compressed.py:1(<module>)
       32    0.000    0.000    0.003    0.000 doccer.py:224(decorate)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 inspect.py:27(<module>)
        1    0.000    0.000    0.003    0.003 sort_ops.py:19(<module>)
      304    0.001    0.000    0.003    0.000 version.py:198(__init__)
        1    0.000    0.000    0.003    0.003 message_factory.py:38(<module>)
       32    0.001    0.000    0.003    0.000 doccer.py:12(docformat)
      616    0.001    0.000    0.003    0.000 tensorflow_wrap_interpreter_wrapper.py:138(GetTensor)
 1467/402    0.002    0.000    0.003    0.000 sre_parse.py:174(getwidth)
      226    0.000    0.000    0.003    0.000 version.py:24(parse)
        1    0.000    0.000    0.003    0.003 numpy_io.py:15(<module>)
       58    0.000    0.000    0.003    0.000 deprecation.py:58(_add_deprecated_arg_notice_to_docstring)
        1    0.000    0.000    0.003    0.003 _pretty_print_reporter.py:15(<module>)
     4825    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.003    0.003 code_gen.py:18(<module>)
        1    0.000    0.000    0.003    0.003 load_library.py:16(<module>)
     7729    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:855(__enter__)
        1    0.000    0.000    0.003    0.003 dataset.py:247(Dataset)
       49    0.000    0.000    0.003    0.000 __init__.py:2765(_get_metadata)
        1    0.000    0.000    0.003    0.003 session.py:15(<module>)
       59    0.000    0.000    0.003    0.000 ragged_dispatch.py:61(_get_arg_infos)
      396    0.000    0.000    0.003    0.000 re.py:185(sub)
        1    0.000    0.000    0.003    0.003 weights_broadcast_ops.py:19(<module>)
        1    0.000    0.000    0.003    0.003 imdb.py:2(<module>)
      471    0.001    0.000    0.003    0.000 copy.py:66(copy)
        1    0.000    0.000    0.003    0.003 gen_cudnn_rnn_ops.py:4(<module>)
        1    0.000    0.000    0.003    0.003 tensor_spec.py:15(<module>)
        1    0.000    0.000    0.003    0.003 flinalg.py:5(<module>)
        1    0.000    0.000    0.003    0.003 option_builder.py:15(<module>)
        1    0.000    0.000    0.003    0.003 metrics.py:17(<module>)
        2    0.000    0.000    0.003    0.001 readers.py:15(<module>)
        1    0.000    0.000    0.003    0.003 control_flow_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 summary.py:22(<module>)
        1    0.000    0.000    0.003    0.003 pool.py:10(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.003    0.003 sparse_ops.py:20(<module>)
        1    0.000    0.000    0.003    0.003 fft_ops.py:15(<module>)
       74    0.000    0.000    0.003    0.000 __init__.py:2565(__init__)
        1    0.000    0.000    0.003    0.003 gen_rnn_ops.py:4(<module>)
        1    0.000    0.000    0.003    0.003 network.py:2(<module>)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        1    0.000    0.000    0.003    0.003 gen_lookup_ops.py:4(<module>)
        1    0.000    0.000    0.003    0.003 tarfile.py:30(<module>)
     2577    0.003    0.000    0.003    0.000 op_def_library.py:38(_Attr)
      286    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
        1    0.000    0.000    0.003    0.003 gen_nn_ops.py:12069(_InitOpDefLibrary)
        1    0.000    0.000    0.003    0.003 lite_constants.py:15(<module>)
        2    0.000    0.000    0.003    0.001 function_pb2.py:5(<module>)
     3721    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:416(parent)
     6327    0.002    0.000    0.003    0.000 tf_export.py:301(<genexpr>)
        1    0.000    0.000    0.003    0.003 base_layer.py:2(<module>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
      616    0.003    0.000    0.003    0.000 {built-in method _tensorflow_wrap_interpreter_wrapper.InterpreterWrapper_GetTensor}
       13    0.000    0.000    0.003    0.000 enum.py:389(_create_)
        1    0.000    0.000    0.003    0.003 lazy_loader.py:61(__getattr__)
        1    0.000    0.000    0.003    0.003 lazy_loader.py:42(_load)
        1    0.000    0.000    0.003    0.003 shape_ops.py:15(<module>)
      399    0.003    0.000    0.003    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:10(<module>)
        2    0.000    0.000    0.003    0.001 random_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 version.py:191(Version)
        1    0.000    0.000    0.003    0.003 head_utils.py:15(<module>)
        1    0.000    0.000    0.003    0.003 minidom.py:16(<module>)
      618    0.001    0.000    0.003    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.003    0.003 module_wrapper.py:15(<module>)
        1    0.000    0.000    0.003    0.003 input_lib.py:15(<module>)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
        1    0.000    0.000    0.002    0.002 candidate_sampling_ops.py:16(<module>)
        1    0.000    0.000    0.002    0.002 linear_operator.py:15(<module>)
        1    0.000    0.000    0.002    0.002 c_api_util.py:16(<module>)
        1    0.000    0.000    0.002    0.002 googletest.py:16(<module>)
     2006    0.001    0.000    0.002    0.000 descriptor.py:524(__new__)
        1    0.000    0.000    0.002    0.002 gen_logging_ops.py:4(<module>)
        1    0.000    0.000    0.002    0.002 matfuncs.py:5(<module>)
        2    0.000    0.000    0.002    0.001 rewriter_config_pb2.py:5(<module>)
        1    0.000    0.000    0.002    0.002 attrs.py:15(<module>)
       19    0.000    0.000    0.002    0.000 distribution.py:146(__new__)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
      178    0.000    0.000    0.002    0.000 ops.py:2490(no_gradient)
        1    0.000    0.000    0.002    0.002 image_ops.py:20(<module>)
        1    0.000    0.000    0.002    0.002 signature_def_utils.py:18(<module>)
        1    0.000    0.000    0.002    0.002 sets.py:15(<module>)
